StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,N/A_Browser,N/A_Version,N/A_Operating System,N/A_Resolution,Q1,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q112,Q14,Q15,Q17,Q16,Q18,Q19,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q20_6,Q20_7,Q20_8,Q21
2024-07-09 11:24:16,2024-07-09 11:24:16,Survey Test,,100,0,True,2024-07-09 11:24:16,R_brqj83sx2MX32US,,,,,,,test,,,consectetuer,pellentesque,facilisis,accusamus,"Ultricies ",testemail@qemailserver.com,"Trinity,School of Medicine,The Graduate School","Class of 2004,Class of 1978",4+,Linguistics,"Computer Science,Political Science","Human Rights,Science and the Public","Arts / Creative industries,Manufacturing and engineering,Telecommunications",Psy.D (Doctor of Psychology),"Cooking/Baking,Fashion,Fitness,Gardening,Outdoor Activities/Hiking/Camping,Pets,Reading,Athletics/Playing Sports,Visual Arts/Crafts,Volunteering,Music/Dance,Watching Sports,Movies/TV,Performing Arts,Time with Friends,Fishing/Hunting","Skill development in a specific field,Academic success and study skills,Personal growth and self-improvement,Work-life balance and time management",Native American or American Indian,"None of the below,NPHC (African American Greek letter organizations),Multicultural Greek Council (MGC),Greek Life (IFC/Panhel),Duke International Association (IA) / International students,Dance Team,Selective Living Groups (SLG)",No,Yes,Yes,Northern California,8,6,6,5,7,6,1,7,Ipsum lorem proin? Elementum pellentesque platea metus dapibus vivamus? Urna! Ante nunc dictumst. A. Vestibulum.
2024-07-09 11:24:16,2024-07-09 11:24:16,Survey Test,,100,0,True,2024-07-09 11:24:16,R_1yQqenqTUnadTvM,,,,,,,test,,,convallis,tincidunt,fringilla,ridiculus,"Accusamus,",testemail@qemailserver.com,School of Law,Class of 1991,3,"Electrical and Computer Engineering,Marine Science and Conservation,Russian",Environmental Sciences and Policy,"None,Aerospace Engineering,Information Science and Information Studies","Education,Non-profit and Social Services,Agriculture and Food Science",MEM (Master of Environmental Management),"Cooking/Baking,Gardening,Pets,Travelling,Fishing/Hunting","Networking and professional connections,Personal growth and self-improvement","Hispanic or Latinx,White,Other","None of the below,Multicultural Greek Council (MGC)",Yes,No Preference,No,UK,9,2,2,7,1,10,4,8,"Porttitor velit sollicitudin wisi potenti molestie, nec elementum! Consequat potenti."
2024-07-09 11:24:16,2024-07-09 11:24:16,Survey Test,,100,0,True,2024-07-09 11:24:17,R_czQ3OT74MMlKU2G,,,,,,,test,,,sollicitudin,convallis,elementum,fringilla,Amet dolor,testemail@qemailserver.com,"School of Nursing,The Graduate School","Class of 2000,Class of 1958",1,"Biology,Electrical and Computer Engineering",None,"Philosophy Politics and Economics,Science and the Public",Law / Legal services,MEng (Master of Engineering),Travelling,"Career exploration and decision-making,Skill development in a specific field,Networking and professional connections,Academic success and study skills,Personal growth and self-improvement,Work-life balance and time management,Emotional support","Asian Pacific Islander,Black or African-American,Prefer not to answer","None of the below,NPHC (African American Greek letter organizations),Multicultural Greek Council (MGC),Greek Life (IFC/Panhel),Duke International Association (IA) / International students,Dance Team,Selective Living Groups (SLG)",Yes,No Preference,No,Boston MA,4,3,0,7,8,2,4,4,"Augue ab per, ante malesuada non diam fusce commodo. Eros."
2024-07-09 11:24:17,2024-07-09 11:24:17,Survey Test,,100,0,True,2024-07-09 11:24:17,R_3IARS8cMCxVmQ5w,,,,,,,test,,,vulputate,sollicitudin,accusamus,temporibus,Dui ultric,testemail@qemailserver.com,"Trinity,School of Law","Class of 1994,Class of 1969,Class of 1952",4+,"Biomedical Engineering,English,Sociology",Creative Writing,"Aerospace Engineering,Child Policy Research,Documentary Studies",Environmental Science,"Psy.D (Doctor of Psychology),MSW (Master of Social Work),MPH (Master of Public Health)","Family Time,Fashion,Fitness,Gaming,Gardening,Outdoor Activities/Hiking/Camping,Pets,Visual Arts/Crafts,Volunteering,Watching Sports,Movies/TV,Performing Arts,Time with Friends","Networking and professional connections,Academic success and study skills,Emotional support","Asian Pacific Islander,Hispanic or Latinx,Native American or American Indian","None of the below,NPHC (African American Greek letter organizations),Multicultural Greek Council (MGC),Greek Life (IFC/Panhel),Duke International Association (IA) / International students,Dance Team,Selective Living Groups (SLG)",Yes,No Preference,No,Pacific Northwest/Seattle,5,7,4,1,1,7,1,3,"Primis tincidunt metus et et pretium et sollicitudin iaculis, amet non aliquet."
2024-07-09 11:24:17,2024-07-09 11:24:17,Survey Test,,100,0,True,2024-07-09 11:24:17,R_9Fd188f7zjavESG,,,,,,,test,,,temporibus,tincidunt,consequat,ridiculus,"Etiam leo ",testemail@qemailserver.com,School of Medicine,"Class of 2008,Class of 1963",3,Philosophy,"None,Classical Civilization,Computer Science","Digital Intelligence,Information Science and Information Studies","Finance / Investment / Banking,Manufacturing and engineering,STEM","MD (Doctor of Medicine),MEM (Master of Environmental Management)","Fashion,Gaming,Outdoor Activities/Hiking/Camping,Reading,Travelling,Visual Arts/Crafts,Movies/TV","Career exploration and decision-making,Skill development in a specific field,Networking and professional connections,Academic success and study skills,Personal growth and self-improvement,Work-life balance and time management,Emotional support",Native American or American Indian,"None of the below,NPHC (African American Greek letter organizations),Greek Life (IFC/Panhel),Duke International Association (IA) / International students,Selective Living Groups (SLG)",Yes,Yes,Yes,EU,4,1,8,7,3,2,2,3,Sollicitudin temporibus dolor massa cursus convallis nulla montes id aenean lorem.
2024-07-09 11:24:17,2024-07-09 11:24:17,Survey Test,,100,0,True,2024-07-09 11:24:17,R_eEyhMdPWIHUVKdM,,,,,,,test,,,vulputate,imperdiet,suspendisse,convallis,Ipsum! Sol,testemail@qemailserver.com,Pratt,Class of 1972,3,"Asian and Middle Eastern Studies,Brazilian and Global Portuguese Studies,Computer Science","Computer Science,Energy Engineering","None,Innovation and Entrepreneurship","Transportation and logistics,International Relations,Religion","MPA (Master of Public Administration),MPH (Master of Public Health)","Family Time,Fashion,Fitness,Gaming,Gardening,Outdoor Activities/Hiking/Camping,Pets,Reading,Athletics/Playing Sports,Travelling,Visual Arts/Crafts,Volunteering,Music/Dance,Watching Sports,Movies/TV,Performing Arts,Time with Friends,Fishing/Hunting","Skill development in a specific field,Academic success and study skills,Personal growth and self-improvement,Work-life balance and time management,Emotional support","Native American or American Indian,White,Other",None of the below,No,Yes,No,Washington DC,2,3,1,2,6,8,8,4,"Wisi, metus risus turpis natoque! Id enim curabitur, amet, sapien."
2024-07-09 11:24:17,2024-07-09 11:24:18,Survey Test,,100,1,True,2024-07-09 11:24:18,R_4YNHEY5cLAgALiK,,,,,,,test,,,scelerisque,consequat,scelerisque,fermentum,Cras. Lore,testemail@qemailserver.com,"School of Law,The Graduate School",Class of 1951,2,"Biophysics,English,Environmental Sciences","None,Energy Engineering,Gender Sexuality and Feminist Studies",Human Rights,"Education,Hospitality and tourism,International Relations","MBA (Masters of Business Administration),PhD (Doctor of Philosophy),MSN (Master of Science in Nursing)","Cooking/Baking,Gaming,Athletics/Playing Sports,Travelling,Watching Sports,Performing Arts,Time with Friends,Fishing/Hunting","Networking and professional connections,Academic success and study skills,Work-life balance and time management",Hispanic or Latinx,"None of the below,NPHC (African American Greek letter organizations),Greek Life (IFC/Panhel),Dance Team,Selective Living Groups (SLG)",No,No Preference,No,Philadelphia and Mid/Southern New Jersey,6,5,7,4,7,8,2,9,Porta neque nonummy amet rutrum nullam praesent. Massa. Turpis vulputate a a ab. Mauris felis.
2024-07-09 11:24:18,2024-07-09 11:24:18,Survey Test,,100,0,True,2024-07-09 11:24:18,R_6JaqBeciZUWMYWa,,,,,,,test,,,suspendisse,fermentum,elementum,ultricies,Tempor. Du,testemail@qemailserver.com,"School of Law,DKU","Class of 2017,Class of 1985,Class of 1978",3,"African and African American Studies,Brazilian and Global Portuguese Studies,History","Earth and Climate Sciences,Italian Studies,Linguistics","Child Policy Research,Policy Journalism and Media Studies,Science and the Public","Law / Legal services,Research and Development,Dentistry","MA (Master of Arts),MSN (Master of Science in Nursing),MM (Master in Management)","Cooking/Baking,Family Time,Fitness,Gaming,Gardening,Outdoor Activities/Hiking/Camping,Reading,Athletics/Playing Sports,Travelling,Visual Arts/Crafts,Volunteering,Music/Dance,Watching Sports,Performing Arts","Skill development in a specific field,Networking and professional connections,Academic success and study skills,Work-life balance and time management","Asian Pacific Islander,Black or African-American","None of the below,NPHC (African American Greek letter organizations),Multicultural Greek Council (MGC),Selective Living Groups (SLG)",No,Yes,Yes,Nashville TN,4,4,6,7,4,7,9,0,Augue suscipit imperdiet. Consectetuer in ligula fusce elit. Molestie est.
2024-07-09 11:24:18,2024-07-09 11:24:18,Survey Test,,100,0,True,2024-07-09 11:24:18,R_6unXbRqjzZ7UgEC,,,,,,,test,,,accusamus,dignissim,phasellus,suspendisse,Porttitor.,testemail@qemailserver.com,"Sanford,School of Medicine,DKU","Class of 2020,Class of 1999,Class of 1983",1,"Economics,Marine Science and Conservation,Spanish Latin American and Latinx Studies","Computer Science,Environmental Sciences and Policy,Neuroscience",Documentary Studies,"Law / Legal services,Retail and e-commerce,Religion",MEM (Master of Environmental Management),"Gaming,Athletics/Playing Sports,Music/Dance,Watching Sports,Performing Arts,Time with Friends,Fishing/Hunting","Career exploration and decision-making,Networking and professional connections,Academic success and study skills,Personal growth and self-improvement,Work-life balance and time management,Emotional support","Hispanic or Latinx,Middle Eastern,White","None of the below,NPHC (African American Greek letter organizations),Multicultural Greek Council (MGC),Greek Life (IFC/Panhel),Duke International Association (IA) / International students,Dance Team,Selective Living Groups (SLG)",Yes,Yes,No,Denver CO,4,3,6,7,5,9,1,8,Viverra accumsan sodales fringilla natoque consequat bibendum vivamus sem malesuada vivamus commodo aliquet ultricies aliquet.
2024-07-09 11:24:18,2024-07-09 11:24:18,Survey Test,,100,0,True,2024-07-09 11:24:19,R_3LfGZCzbva0Xt7o,,,,,,,test,,,accusamus,fermentum,vulputate,accusamus,Id proin s,testemail@qemailserver.com,"Pratt,Fuqua,School of Nursing","Class of 2021,Class of 2003,Class of 1992",4+,Interdisciplinary Engineering and Applied Science (IDEAS),"Electrical and Computer Engineering,Musical Theater","Information Science and Information Studies,Innovation and Entrepreneurship,Sustainability Engagement","Education,Military",MPH (Master of Public Health),"Cooking/Baking,Family Time,Fashion,Gaming,Gardening,Outdoor Activities/Hiking/Camping,Pets,Reading,Athletics/Playing Sports,Visual Arts/Crafts,Music/Dance,Watching Sports,Movies/TV,Performing Arts,Time with Friends,Fishing/Hunting","Skill development in a specific field,Academic success and study skills,Work-life balance and time management",Native American or American Indian,"NPHC (African American Greek letter organizations),Duke International Association (IA) / International students,Selective Living Groups (SLG)",Yes,Yes,Yes,Boston MA,9,6,6,1,4,4,1,4,Felis vel. Vehicula lorem rhoncus? Dolor. Duis ipsum est per facilisi? Porttitor dolorem.
2024-07-09 11:24:19,2024-07-09 11:24:19,Survey Test,,100,0,True,2024-07-09 11:24:19,R_5d8GDDIPEWhBPyS,,,,,,,test,,,fringilla,accusamus,facilisis,suspendisse,Viverra eg,testemail@qemailserver.com,"Trinity,Nicholas School of the Environment",Class of 2021,2,Visual Arts,"Gender Sexuality and Feminist Studies,Polish Culture and Language,Religious Studies","Global Development Engineering,Policy Journalism and Media Studies","Energy and utilities,Politics / Government and public sector","PhD (Doctor of Philosophy),MEd (Master of Education),DVM (Doctor of Veterinary Medicine)","Gaming,Movies/TV,Fishing/Hunting","Career exploration and decision-making,Skill development in a specific field,Networking and professional connections,Academic success and study skills,Work-life balance and time management,Emotional support","Hispanic or Latinx,Prefer not to answer","None of the below,NPHC (African American Greek letter organizations),Greek Life (IFC/Panhel),Duke International Association (IA) / International students,Dance Team,Selective Living Groups (SLG)",Yes,Yes,No,Boston MA,8,0,2,7,3,7,9,1,Placerat tincidunt scelerisque. Gravida elit ridiculus ac! Erat aliquam blandit suscipit.
2024-07-09 11:24:19,2024-07-09 11:24:19,Survey Test,,100,0,True,2024-07-09 11:24:19,R_0rM0pro7GaVjnue,,,,,,,test,,,elementum,vestibulum,facilisis,curabitur,Montes arc,testemail@qemailserver.com,DKU,"Class of 2023,Class of 1987,Class of 1979",1,"Art History and Visual Arts,History,Sociology",Spanish Studies,Markets and Management,"Medical,Environmental Science,Dentistry",MFA (Master of Fine Arts),"Family Time,Fashion,Gaming,Pets,Reading,Athletics/Playing Sports,Travelling,Volunteering,Music/Dance,Movies/TV,Fishing/Hunting","Career exploration and decision-making,Skill development in a specific field,Academic success and study skills,Work-life balance and time management,Emotional support","Middle Eastern,Native American or American Indian","NPHC (African American Greek letter organizations),Multicultural Greek Council (MGC),Greek Life (IFC/Panhel),Duke International Association (IA) / International students,Dance Team,Selective Living Groups (SLG)",Yes,No Preference,No,Denver CO,1,6,5,7,1,9,4,1,A pretium sagittis tortor dui vehicula magnis pharetra consectetuer accumsan justo.
